IN,192.168.100.8,40.84.192.103,TCP,49455,443,1486616351347,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,60,,,,
OUT,192.168.100.8,192.168.100.255,UDP,137,137,1486616351349,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,92,,,,
IN,192.168.100.8,52.11.202.168,TCP,49454,443,1486616351413,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,54,,,,
OUT,192.168.100.8,52.11.202.168,TCP,49454,443,1486616351413,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,54,,,,
OUT,192.168.100.8,192.168.100.1,UDP,57850,53,1486616351433,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,96,,,,
IN,192.168.100.8,192.168.100.1,UDP,57850,53,1486616351438,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,146,,,,
OUT,192.168.100.8,239.255.255.250,UDP,55495,1900,1486616351613,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,175,,,,
OUT,192.168.100.8,192.168.100.255,UDP,138,138,1486616351627,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,236,,,,
OUT,192.168.100.8,224.0.0.251,UDP,5353,5353,1486616351689,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,142,,,,
IN,192.168.100.8,192.168.100.1,UDP,55495,54870,1486616351885,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,569,,,,
OUT,192.168.100.8,192.168.100.255,UDP,137,137,1486616352095,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,92,,,,
OUT,FE80:0000:0000:0000:D50C:FEAA:C3B6:D7A0,FE80:0000:0000:0000:0000:0000:0000:0001,UDP,58364,53,1486616352138,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,102,,,,
IN,FE80:0000:0000:0000:D50C:FEAA:C3B6:D7A0,FE80:0000:0000:0000:0000:0000:0000:0001,UDP,58364,53,1486616352166,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,152,,,,
OUT,192.168.100.8,239.255.255.250,UDP,55495,1900,1486616352361,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,175,,,,
IN,192.168.100.8,192.168.100.1,UDP,55495,40571,1486616352368,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,569,,,,
OUT,192.168.100.8,192.168.100.255,UDP,137,137,1486616352627,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,110,,,,
OUT,FE80:0000:0000:0000:D50C:FEAA:C3B6:D7A0,FE80:0000:0000:0000:0000:0000:0000:0001,UDP,56550,53,1486616352894,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,106,,,,
IN,239.255.255.250,192.168.100.3,UDP,1900,52817,1486616352904,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,367,,,,
IN,239.255.255.250,192.168.100.3,UDP,1900,52817,1486616352904,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,367,,,,
IN,FE80:0000:0000:0000:D50C:FEAA:C3B6:D7A0,FE80:0000:0000:0000:0000:0000:0000:0001,UDP,56550,53,1486616352904,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,190,,,,
OUT,192.168.100.8,72.21.91.8,TCP,49456,80,1486616352908,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,66,,,,
IN,192.168.100.8,72.21.91.8,TCP,49456,80,1486616352955,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,66,,,,
OUT,192.168.100.8,72.21.91.8,TCP,49456,80,1486616352955,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,54,,,,
OUT,192.168.100.8,72.21.91.8,TCP,49456,80,1486616352956,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,304,"vpssg142.ocsp.omniroot.com","GET","/MFUwUzBRME8wTTAJBgUrDgMCGgUABBQMTgO%2ByzcKo2VaZokUXxSYAadGDgQU5C27kQFlJh%2B0ej%2BjFSWkzoxEMzsCFAR3FgOoXrZyZDiImdvY%2FAWRzycg","Microsoft-CryptoAPI/6.3"
IN,192.168.100.8,72.21.91.8,TCP,49456,80,1486616353003,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,54,,,,
IN,192.168.100.8,72.21.91.8,TCP,49456,80,1486616353003,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,1466,,,,
IN,192.168.100.8,72.21.91.8,TCP,49456,80,1486616353004,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,766,,,,
OUT,192.168.100.8,72.21.91.8,TCP,49456,80,1486616353004,\Device\NPF_{9EDB92D0-B575-484F-9046-9E025A04B3B6},4C:0B:BE:0E:C3:DA,54,,,,
