IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1434,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
IN,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,1514,,,,
OUT,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,54,,,,
OUT,148.201.186.74,148.201.129.43,TCP,52126,445,1486485721102,\Device\NPF_{DD128937-FABA-48D4-863F-18A70151B54E},5C:E0:C5:DD:BD:D2,54,,,,
