IN,148.201.140.67,69.172.216.111,TCP,60394,80,1486151629612,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,66,,,,
OUT,148.201.140.67,69.172.216.111,TCP,60394,80,1486151629612,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,54,,,,
OUT,148.201.140.67,69.172.216.111,TCP,60394,80,1486151629613,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,1245,"dt.adsafeprotected.com","GET","/dt?anId=10725&asId=ad84f4da-9316-7d40-9f42-8d0ef2ffb0aa&tv={c:3alfSX,pingTime:-2,time:1309,type:a,sca:{avgrn1:0},env:{sf:0,pom:1},rt:1,cb:0,th:0,es:0,sa:1,sc:0,gm:1,fif:1,slTimes:{i:0,o:1310,n:0,pp:0,pm:0},slEvents:[{sl:o,t:80,wc:-1420.53.1398.851,ac:-549.8839.1.1,am:i,cc:-1420.53.1.18,piv:0,obst:0,th:1,reas:l.f,cmps:1,bkn:{piv:[1279~0],as:[1279~1.1]}}],slEventCount:1,em:true,fr:true,uf:0,e:,tt:jload,dtt:0,fm:qacsLM3+11|12|131|132|133|141|142|15|16|17|181|182|19*.10725|191|192|1a|1b|1c.10725|1c11|1c12|1c13|1c14|1c15|1c16|1c17|1c2|1c3|1c4|1d|1e|1f|1g|1h,idMap:19*,pd:CV8L.internal-pdf-viewer,slid:[google_ads_iframe_/128139881/LM_lemonde/a_la_une/a_la_une/hp/pave_bas_0,google_ads_iframe_/128139881/LM_lemonde/a_la_une/a_la_une/hp/pave_bas_0__container__,dfp-pave_bas,habillagepub],avgrn:0,sinceFw:1207,readyFired:true}&br=c","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
IN,148.201.140.67,69.172.216.111,TCP,60393,80,1486151629642,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,60,,,,
IN,148.201.140.67,69.172.216.111,TCP,60393,80,1486151629643,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,364,,,,
IN,148.201.140.67,69.172.216.111,TCP,60393,80,1486151629643,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,60,,,,
OUT,148.201.140.67,69.172.216.111,TCP,60393,80,1486151629643,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,54,,,,
OUT,148.201.140.67,69.172.216.111,TCP,60393,80,1486151629644,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,54,,,,
IN,148.201.140.67,69.172.216.111,TCP,60394,80,1486151629651,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,60,,,,
IN,148.201.140.67,69.172.216.111,TCP,60394,80,1486151629652,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,364,,,,
IN,148.201.140.67,69.172.216.111,TCP,60394,80,1486151629652,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,60,,,,
OUT,148.201.140.67,69.172.216.111,TCP,60394,80,1486151629652,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,54,,,,
OUT,148.201.140.67,69.172.216.111,TCP,60394,80,1486151629653,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,54,,,,
IN,148.201.140.255,148.201.140.179,UDP,137,137,1486151629654,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,92,,,,
IN,148.201.140.255,148.201.140.26,UDP,137,137,1486151629666,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,92,,,,
IN,148.201.140.67,69.172.216.111,TCP,60393,80,1486151629683,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,60,,,,
IN,148.201.140.67,69.172.216.111,TCP,60394,80,1486151629691,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,60,,,,
IN,148.201.140.67,80.82.201.80,TCP,60390,80,1486151629733,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,1434,,,,
IN,148.201.140.67,80.82.201.80,TCP,60390,80,1486151629733,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,117,,,,
OUT,148.201.140.67,80.82.201.80,TCP,60390,80,1486151629733,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,54,,,,
IN,148.201.140.67,80.82.201.80,TCP,60390,80,1486151629733,\Device\NPF_{72474F9B-D6DE-4294-A7E2-C1AB5DE6344A},58:20:B1:DA:25:C3,849,,,,
