OUT,192.168.1.71,151.101.48.246,TCP,52685,80,1488035854790,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,54,,,,
IN,192.168.1.71,151.101.48.246,TCP,52685,80,1488035854842,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,54,,,,
OUT,192.168.1.71,151.101.48.246,TCP,52685,80,1488035854842,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,54,,,,
OUT,192.168.1.71,40.77.228.92,TCP,52698,443,1488035855189,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,66,,,,
OUT,192.168.1.71,148.201.2.75,TCP,52699,443,1488035855194,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,66,,,,
OUT,192.168.1.71,40.77.228.92,TCP,52700,443,1488035855200,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,66,,,,
OUT,192.168.1.71,148.201.129.169,TCP,52701,7019,1488035855219,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,66,,,,
IN,192.168.1.71,148.201.2.75,TCP,52699,443,1488035855251,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,58,,,,
OUT,192.168.1.71,148.201.2.75,TCP,52699,443,1488035855251,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,54,,,,
OUT,192.168.1.71,148.201.2.75,TCP,52699,443,1488035855252,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,248,,,,
IN,192.168.1.71,40.77.228.92,TCP,52698,443,1488035855258,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,66,,,,
OUT,192.168.1.71,40.77.228.92,TCP,52698,443,1488035855258,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,54,,,,
OUT,192.168.1.71,40.77.228.92,TCP,52698,443,1488035855259,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,257,,,,
IN,192.168.1.71,40.77.228.92,TCP,52700,443,1488035855267,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,66,,,,
OUT,192.168.1.71,40.77.228.92,TCP,52700,443,1488035855267,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,54,,,,
OUT,192.168.1.71,40.77.228.92,TCP,52700,443,1488035855268,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,257,,,,
IN,192.168.1.71,148.201.2.75,TCP,52699,443,1488035855313,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,1414,,,,
IN,192.168.1.71,148.201.2.75,TCP,52699,443,1488035855313,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,1414,,,,
IN,192.168.1.71,148.201.2.75,TCP,52699,443,1488035855313,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,982,,,,
OUT,192.168.1.71,148.201.2.75,TCP,52699,443,1488035855313,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,54,,,,
OUT,192.168.1.71,148.201.2.75,TCP,52699,443,1488035855315,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,380,,,,
IN,192.168.1.71,40.77.228.92,TCP,52698,443,1488035855332,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,1466,,,,
IN,192.168.1.71,40.77.228.92,TCP,52698,443,1488035855334,\Device\NPF_{9F6DEA20-B9B9-4AC7-AE99-F64E27D50023},5C:E0:C5:A6:DB:5F,1466,,,,
