OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886201,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886216,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,383,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886220,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886220,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886220,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886220,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886220,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886220,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886220,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886220,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886220,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886220,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,407,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886221,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,407,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886222,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1167,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886239,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,383,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886243,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886243,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886243,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886243,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886243,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
OUT,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886243,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,54,,,,
IN,148.201.140.12,148.201.140.124,TCP,52248,13000,1487873886243,\Device\NPF_{24706B74-FBC1-40E7-8706-ABDC79D376E3},58:20:B1:DA:35:11,1514,,,,
